cong,idno,state,cd,statenm,party,name,dwnom1,dwnom2,bootse1,bootse2,corr12,logl,nchoices,errors,gmp
96,14502,61,0, ARIZONA,100, DECONCINI    ,-.198,.71899998,.1242,.086800002,-.2235,-378.16742,855,197,.64300001
96,3658,61,0, ARIZONA,200, GOLDWATER    ,.63300002,-.86500001,.050500002,.1635,-.1233,-255.21294,646,103,.67400002
96,10791,42,0, ARKANSA,100, PRYOR  D     ,-.223,.63300002,.1063,.095600002,-.22759999,-323.51398,867,162,.68900001
96,14300,42,0, ARKANSA,100, BUMPERS  D   ,-.32800001,.54699999,.049800001,.0814,-.2421,-309.21301,833,147,.69
96,14504,71,0, CALIFOR,200, HAYAKAWA  S  ,.39700001,-.81900001,.0233,.1109,-.1108,-346.13446,863,179,.67000002
96,12103,71,0, CALIFOR,100, CRANSTON  A  ,-.38,-.026000001,.041000001,.048,-.24869999,-214.85202,833,92,.773
96,14305,62,0, COLORAD,100, HART  G      ,-.403,.32600001,.0129,.0704,-.0262,-347.38028,850,164,.66500002
96,14002,62,0, COLORAD,200, ARMSTRONG    ,.514,-.16500001,.033,.080300003,-.046700001,-227.5513,867,108,.76899999
96,12032,1,0, CONNECT,200, WEICKER  L   ,.023,-1,.073100001,.1406,.050299998,-404.3063,829,200,.61400002
96,7847,1,0, CONNECT,100, RIBICOFF  A  ,-.34599999,-.18099999,.041200001,.048999999,-.31200001,-236.43475,756,116,.73100001
96,14101,11,0, DELAWAR,100, BIDEN  J     ,-.37599999,.41,.0115,.0656,.0093,-297.76413,771,135,.68000001
96,11044,11,0, DELAWAR,200, ROTH  W      ,.28600001,-.65499997,.0114,.1045,-.1112,-416.29895,892,207,.62699997
96,13101,43,0, FLORIDA,100, CHILES  L    ,-.19599999,.55900002,.089199997,.0524,-.1718,-336.84607,867,148,.67799997
96,14309,43,0, FLORIDA,100, STONE  R     ,-.14300001,.53500003,.1139,.064000003,-.2251,-427.55933,820,224,.59399998
96,9174,44,0, GEORGIA,100, TALMADGE  H  ,-.15099999,.88999999,.1793,.1408,-.080899999,-223.70502,580,103,.68000001
96,14108,44,0, GEORGIA,100, NUNN  S      ,-.114,.76800001,.1329,.076700002,-.1257,-328.14154,877,157,.68800002
96,4812,82,0, HAWAII ,100, INOUYE  D    ,-.32300001,.169,.0103,.061500002,-.153,-203.52948,713,88,.75199997
96,10605,82,0, HAWAII ,100, MATSUNAGA    ,-.32300001,.043000001,.0126,.059999999,-.2431,-219.78268,833,101,.76800001
96,1721,63,0, IDAHO  ,100, CHURCH  F    ,-.36899999,.50599998,.0458,.098200001,-.27250001,-272.01932,653,133,.65899998
96,11029,63,0, IDAHO  ,200, MCCLURE  J   ,.50199997,-.19400001,.0429,.1119,-.062399998,-241.34454,851,123,.75300002
96,13102,21,0, ILLINOI,100, STEVENSON    ,-.28600001,-.081,.0195,.055500001,-.29640001,-351.69064,800,162,.64399999
96,11205,21,0, ILLINOI,200, PERCY  C     ,.079999998,-.861,.0513,.093199998,-.1407,-340.85223,849,173,.66900003
96,10800,22,0, INDIANA,100, BAYH  B      ,-.42300001,.16500001,.021500001,.1129,-.0272,-250.81235,710,102,.70200002
96,14506,22,0, INDIANA,200, LUGAR  R     ,.31900001,-.59600002,.021,.084700003,.0178,-300.15424,892,135,.71399999
96,14707,31,0, IOWA   ,200, JEPSEN  R    ,.294,-.104,.056499999,.0546,-.1823,-236.38043,849,110,.75700003
96,10715,31,0, IOWA   ,100, CULVER  J    ,-.48800001,-.078000002,.0407,.097099997,-.1105,-166.55157,740,74,.79799998
96,10513,32,0, KANSAS ,200, DOLE  R      ,.27900001,-.45699999,.0156,.1012,.055199999,-324.13861,882,166,.69199997
96,14708,32,0, KANSAS ,200, KASSEBAUM    ,.18000001,-.64300001,.022,.1116,-.1779,-334.74664,855,149,.676
96,14302,51,0, KENTUCK,100, FORD  W      ,-.23199999,.58600003,.086999997,.081600003,-.2525,-302.48734,854,147,.70200002
96,14106,51,0, KENTUCK,100, HUDDLESTON   ,-.27000001,.54299998,.079400003,.056499999,-.241,-247.23447,802,100,.73500001
96,5767,45,0, LOUISIA,100, LONG  R      ,-.118,.76200002,.1374,.033100002,.047899999,-283.1922,696,128,.66600001
96,14107,45,0, LOUISIA,100, JOHNSTON  J  ,-.148,.671,.1206,.042100001,-.082000002,-304.66064,840,132,.69599998
96,14010,2,0, MAINE  ,200, COHEN  W     ,.089000002,-.64300001,.033500001,.085600004,-.0097000003,-376.75107,850,198,.64200002
96,6831,2,0, MAINE  ,100, MUSKIE  E    ,-.412,.189,.0222,.097400002,-.2543,-188.37498,472,84,.671
96,14713,2,0, MAINE  ,100, MITCHELL  G  ,-.29699999,.19,.0175,.078699999,-.1249,-105.20292,348,50,.73900002
96,13039,52,0, MARYLAN,100, SARBANES  P  ,-.44600001,-.039999999,.048300002,.056299999,-.20389999,-184.18277,904,77,.81599998
96,10535,52,0, MARYLAN,200, MATHIAS  C   ,-.107,-1.0089999,.074000001,.1593,-.099299997,-222.79358,738,106,.73900002
96,14279,3,0, MASSACH,100, TSONGAS  P   ,-.39300001,-.329,.078000002,.0548,-.1937,-191.26653,845,77,.79699999
96,10808,3,0, MASSACH,100, KENNEDY  E   ,-.45699999,-.292,.068000004,.0307,-.1946,-65.154846,437,29,.861
96,14709,23,0, MICHIGA,100, LEVIN  C     ,-.40000001,-.07,.047400001,.036200002,-.19930001,-234.32974,913,99,.77399999
96,11043,23,0, MICHIGA,100, RIEGLE  D    ,-.461,.077,.041000001,.098399997,-.086599998,-242.71059,887,109,.76099998
96,14703,33,0, MINNESO,200, DURENBERGER  ,.086000003,-.79900002,.048999999,.098499998,-.1855,-373.11377,865,175,.64999998
96,14701,33,0, MINNESO,200, BOSCHWITZ    ,.192,-.88,.042599998,.097000003,-.2511,-385.72275,918,191,.65700001
96,14009,46,0, MISSISS,200, COCHRAN  T   ,.20900001,-.375,.046300001,.0548,-.0427,-305.34885,858,124,.70099998
96,8883,46,0, MISSISS,100, STENNIS  J   ,-.088,.86699998,.1574,.1233,.0288,-300.75955,770,146,.67699999
96,12104,34,0, MISSOUR,100, EAGLETON  T  ,-.34900001,.31099999,.0162,.059999999,-.13249999,-305.98495,795,144,.68099999
96,14501,34,0, MISSOUR,200, DANFORTH  J  ,.139,-.653,.022600001,.092299998,-.18610001,-400.65628,889,215,.63700002
96,12039,64,0, MONTANA,100, MELCHER  J   ,-.23999999,.546,.0964,.0678,-.1999,-446.1452,853,227,.59299999
96,14203,64,0, MONTANA,100, BAUCUS  M    ,-.28299999,.30199999,.0207,.054099999,-.1717,-271.69873,866,118,.73100001
96,14704,35,0, NEBRASK,100, EXON  J      ,-.18099999,1.054,.1612,.1348,-.18539999,-381.98834,894,178,.65200001
96,14512,35,0, NEBRASK,100, ZORINSKY  E  ,-.090000004,.94700003,.1645,.1719,-.1661,-437.70148,916,227,.62
96,14077,65,0, NEVADA ,200, LAXALT  P    ,.47,-.35299999,.0359,.13770001,-.1499,-212.6626,826,88,.773
96,1482,65,0, NEVADA ,100, CANNON  H    ,-.2,.648,.1265,.075900003,-.191,-275.52011,800,119,.70899999
96,14310,4,0, NEW HAM,100, DURKIN  J    ,-.42899999,.44499999,.0186,.093199998,-.27430001,-315.67209,759,156,.66000003
96,14706,4,0, NEW HAM,200, HUMPHREY  G  ,.56699997,-.037999999,.031500001,.094599999,-.133,-174.62817,896,79,.82300001
96,10147,12,0, NEW JER,100, WILLIAMS  H  ,-.359,-.31299999,.062399998,.0372,-.039900001,-170.18073,860,74,.81999999
96,14702,12,0, NEW JER,100, BRADLEY  W   ,-.30899999,-.39199999,.066200003,.059500001,-.2638,-193.07562,856,76,.79799998
96,14510,66,0, NEW MEX,200, SCHMITT  H   ,.32600001,-.588,.019099999,.1182,-.1267,-309.6438,871,152,.70099998
96,14103,66,0, NEW MEX,200, DOMENICI  P  ,.214,-.361,.020300001,.0942,-.1312,-307.08612,888,144,.708
96,4898,13,0, NEW YOR,200, JAVITS  J    ,-.191,-.98400003,.084399998,.1619,-.30340001,-211.85329,794,97,.76599997
96,14508,13,0, NEW YOR,100, MOYNIHAN  P  ,-.30700001,-.28,.043099999,.037300002,-.1002,-232.70486,845,99,.759
96,14105,47,0, NORTH C,200, HELMS  J     ,.61500001,.61199999,.034200002,.13410001,-.39230001,-155.59515,915,63,.84399998
96,14308,47,0, NORTH C,100, MORGAN  R    ,-.21699999,.97600001,.16410001,.1167,-.1699,-379.76462,820,195,.62900001
96,10450,36,0, NORTH D,200, YOUNG  M     ,.134,.013,.075300001,.056299999,-.1506,-314.79681,800,158,.67500001
96,1252,36,0, NORTH D,100, BURDICK  Q   ,-.32100001,.47299999,.0418,.070699997,-.2859,-324.09766,889,154,.69400001
96,14304,24,0, OHIO   ,100, GLENN  J     ,-.229,.061999999,.0173,.038199998,-.1323,-322.56845,873,155,.69099998
96,14073,24,0, OHIO   ,100, METZENBAUM   ,-.47999999,.086000003,.055100001,.096299998,-.1798,-280.64807,895,128,.73100001
96,12101,53,0, OKLAHOM,200, BELLMON  H   ,.223,-.76300001,.0284,.1144,-.30399999,-484.21078,825,250,.55599999
96,14700,53,0, OKLAHOM,100, BOREN  D     ,-.057999998,.86900002,.15790001,.1476,-.00089999998,-361.56009,880,171,.66299999
96,12107,72,0, OREGON ,200, PACKWOOD  R  ,.111,-.80199999,.055100001,.082099997,-.1042,-334.4509,816,171,.66399997
96,11203,72,0, OREGON ,200, HATFIELD  M  ,.046999998,-.991,.071599998,.1226,-.13150001,-479.22012,864,239,.574
96,13050,14,0, PENNSYL,200, HEINZ  J     ,.025,-.82499999,.052299999,.1016,-.1353,-316.09073,848,142,.68900001
96,10557,14,0, PENNSYL,200, SCHWEIKER    ,.15700001,-.465,.0187,.082199998,-.1804,-372.33887,851,194,.64600003
96,10818,5,0, RHODE I,100, PELL  C      ,-.34400001,-.214,.0392,.0221,-.27070001,-271.55325,878,121,.73400003
96,14500,5,0, RHODE I,200, CHAFEE  J    ,.023,-1.001,.071199998,.13850001,-.1136,-313.59,872,151,.69800001
96,11204,48,0, SOUTH C,100, HOLLINGS  E  ,-.26499999,.94400001,.1367,.064999998,-.17730001,-365.11182,839,177,.64700001
96,9369,48,0, SOUTH C,200, THURMOND  S  ,.405,.052000001,.0405,.071900003,-.1028,-221.49841,921,106,.78600001
96,6256,37,0, SOUTH D,100, MCGOVERN  G  ,-.56,.29699999,.0491,.1884,-.1893,-169.97456,643,73,.76800001
96,14268,37,0, SOUTH D,200, PRESSLER  L  ,.046,-.244,.037599999,.066100001,-.086400002,-371.33252,717,199,.59600002
96,14509,54,0, TENNESS,100, SASSER  J    ,-.29699999,.63099998,.085299999,.063299999,-.26530001,-286.33191,831,138,.70899999
96,11200,54,0, TENNESS,200, BAKER  H     ,.255,-.60100001,.0148,.1027,-.079999998,-246.4028,665,128,.69
96,660,49,0, TEXAS  ,100, BENTSEN  L   ,-.145,.40799999,.081500001,.037999999,-.1805,-313.93625,833,145,.68599999
96,10823,49,0, TEXAS  ,200, TOWER  J     ,.39500001,-.412,.033799998,.14820001,-.1938,-228.01506,810,98,.755
96,14503,67,0, UTAH   ,200, HATCH  O     ,.40000001,-.090999998,.052999999,.046500001,-.15270001,-272.49945,893,118,.73699999
96,14303,67,0, UTAH   ,200, GARN  J      ,.465,-.34900001,.043099999,.1323,-.1177,-202.82599,877,92,.79400003
96,14307,6,0, VERMONT,100, LEAHY  P     ,-.35699999,.041000001,.0135,.055599999,-.082800001,-254.36046,853,116,.74199998
96,10562,6,0, VERMONT,200, STAFFORD  R  ,.021,-.736,.0469,.079999998,-.0284,-313.76349,796,140,.67400002
96,14712,40,0, VIRGINI,200, WARNER  J    ,.25,-.07,.045400001,.042199999,-.20290001,-255.59755,928,108,.759
96,10802,40,0, VIRGINI,328, BYRD  HF     ,.185,1.0650001,.14650001,.2579,-.20730001,-297.32364,892,132,.71700001
96,5913,73,0, WASHING,100, MAGNUSON  W  ,-.322,.345,.0557,.1001,-.2016,-276.41904,833,127,.71799999
96,4851,73,0, WASHING,100, JACKSON  H   ,-.266,.17200001,.0306,.077100001,-.030400001,-290.0278,927,136,.73100001
96,7722,56,0, WEST VI,100, RANDOLPH  J  ,-.244,.58499998,.093900003,.097499996,.058600001,-360.74316,926,179,.67699999
96,1366,56,0, WEST VI,100, BYRD  RC     ,-.28099999,.73000002,.0845,.028100001,-.2703,-334.39899,925,141,.69700003
96,10816,25,0, WISCONS,100, NELSON  G    ,-.50099999,.54100001,.0394,.12710001,-.15539999,-254.45576,836,107,.73799998
96,7638,25,0, WISCONS,100, PROXMIRE  W  ,-.49599999,1.257,.058899999,.032699998,-.117,-736.29803,928,415,.45199999
96,14511,68,0, WYOMING,200, WALLOP  M    ,.40900001,-.662,.020400001,.1314,-.13689999,-276.10886,854,118,.72399998
96,14710,68,0, WYOMING,200, SIMPSON  A   ,.34200001,-.45899999,.0219,.1176,-.105,-272.19415,894,119,.73799998
97,99907,99,0, USA    ,200, REAGAN       ,.49000001,-.87199998,.0788,.13410001,-.12800001,-53.468071,209,25,.77399999
97,14705,41,0, ALABAMA,100, HEFLIN  H    ,-.107,.95700002,.16140001,.1617,-.065099999,-306.73172,788,127,.67799997
97,14901,41,0, ALABAMA,200, DENTON  J    ,.45699999,-.039999999,.033399999,.056299999,-.1776,-169.82721,767,75,.801
97,12109,81,0, ALASKA ,200, STEVENS  T   ,.17200001,-.64200002,.0211,.079599999,-.078699999,-213.74055,765,92,.75599998
97,14907,81,0, ALASKA ,200, MURKOWSKI    ,.26300001,-.54500002,.019300001,.062399998,.015699999,-186.11574,769,74,.78500003
97,3658,61,0, ARIZONA,200, GOLDWATER    ,.62900001,-.93300003,.050799999,.1682,-.093699999,-194.38777,552,76,.70300001
97,14502,61,0, ARIZONA,100, DECONCINI    ,-.20299999,.71899998,.1181,.082199998,-.2128,-264.16223,757,121,.70499998
97,10791,42,0, ARKANSA,100, PRYOR  D     ,-.244,.64899999,.096199997,.078400001,-.2042,-255.63043,784,117,.722
97,14300,42,0, ARKANSA,100, BUMPERS  D   ,-.33399999,.55000001,.047400001,.066,-.18970001,-265.10144,760,131,.70599997
97,14504,71,0, CALIFOR,200, HAYAKAWA  S  ,.39700001,-.81900001,.0233,.1109,-.1108,-210.34355,744,98,.75400001
97,12103,71,0, CALIFOR,100, CRANSTON  A  ,-.384,-.041999999,.0449,.035500001,-.2015,-189.93329,733,99,.77200001
97,14305,62,0, COLORAD,100, HART  G      ,-.40599999,.259,.0167,.0561,-.0295,-260.22644,768,118,.713
97,14002,62,0, COLORAD,200, ARMSTRONG    ,.52499998,-.183,.0298,.066799998,-.031800002,-248.27773,793,111,.73100001
97,14213,1,0, CONNECT,100, DODD  C JR   ,-.32100001,-.134,.052000001,.0416,.12530001,-206.6368,743,101,.75700003
97,12032,1,0, CONNECT,200, WEICKER  L   ,-.0099999998,-1.046,.077,.16240001,.12549999,-320.2865,718,145,.63999999
97,14101,11,0, DELAWAR,100, BIDEN  J     ,-.368,.37599999,.011,.0546,-.0017,-307.33545,780,158,.67400002
97,11044,11,0, DELAWAR,200, ROTH  W      ,.28099999,-.65600002,.0107,.098700002,-.1235,-423.64911,802,195,.58999997
97,13101,43,0, FLORIDA,100, CHILES  L    ,-.192,.55599999,.087099999,.055,-.1137,-279.02502,787,121,.70099998
97,14905,43,0, FLORIDA,200, HAWKINS  P   ,.147,-.046,.0517,.053800002,.0612,-279.62903,793,116,.70300001
97,14108,44,0, GEORGIA,100, NUNN  S      ,-.123,.76300001,.13070001,.0889,-.066600002,-302.24329,804,150,.68699998
97,14906,44,0, GEORGIA,200, MATTINGLY    ,.30899999,-.001,.048999999,.045899998,-.059700001,-188.38542,808,90,.792
97,4812,82,0, HAWAII ,100, INOUYE  D    ,-.32499999,.17200001,.0104,.050500002,-.1219,-230.508,713,115,.72399998
97,10605,82,0, HAWAII ,100, MATSUNAGA    ,-.331,.037999999,.0153,.0363,-.2299,-211.44644,756,107,.75599998
97,11029,63,0, IDAHO  ,200, MCCLURE  J   ,.50999999,-.186,.040399998,.093699999,-.07,-217.25194,767,92,.75300002
97,14056,63,0, IDAHO  ,200, SYMMS  S     ,.625,-.041000001,.044100001,.098800004,-.1573,-167.91243,803,75,.81099999
97,11205,21,0, ILLINOI,200, PERCY  C     ,.086999997,-.85299999,.045400001,.1024,-.15530001,-285.22345,783,140,.69499999
97,14902,21,0, ILLINOI,100, DIXON  A     ,-.19499999,.23800001,.032299999,.049400002,-.0088999998,-290.90033,810,135,.69800001
97,14447,22,0, INDIANA,200, QUAYLE  J D  ,.43399999,-.89700001,.025599999,.094899997,-.33829999,-267.44891,811,129,.71899998
97,14506,22,0, INDIANA,200, LUGAR  R     ,.31299999,-.59399998,.019200001,.0832,.0252,-202.79611,807,86,.778
97,14226,31,0, IOWA   ,200, GRASSLEY  C  ,.21699999,-.18700001,.048999999,.059300002,-.090499997,-267.13412,812,132,.72000003
97,14707,31,0, IOWA   ,200, JEPSEN  R    ,.294,-.104,.056499999,.0546,-.1823,-199.38739,800,86,.77899998
97,10513,32,0, KANSAS ,200, DOLE  R      ,.28299999,-.458,.0143,.095200002,.0814,-203.41676,806,84,.77700001
97,14708,32,0, KANSAS ,200, KASSEBAUM    ,.177,-.64899999,.020500001,.1032,-.17129999,-270.03461,794,132,.71200001
97,14302,51,0, KENTUCK,100, FORD  W      ,-.237,.625,.089900002,.079999998,-.2499,-253.39832,804,103,.73000002
97,14106,51,0, KENTUCK,100, HUDDLESTON   ,-.26199999,.54400003,.078900002,.056400001,-.2527,-276.11224,777,135,.70099998
97,14107,45,0, LOUISIA,100, JOHNSTON  J  ,-.15899999,.70999998,.1199,.055300001,-.041299999,-319.43857,783,148,.66500002
97,5767,45,0, LOUISIA,100, LONG  R      ,-.115,.75199997,.1459,.036899999,.057300001,-381.12308,753,192,.60299999
97,14713,2,0, MAINE  ,100, MITCHELL  G  ,-.30899999,.16500001,.0136,.057399999,-.13259999,-249.80623,803,115,.73299998
97,14010,2,0, MAINE  ,200, COHEN  W     ,.081,-.64399999,.029999999,.0845,-.0176,-334.25641,790,174,.65499997
97,10535,52,0, MARYLAN,200, MATHIAS  C   ,-.115,-1.026,.069499999,.1699,-.085900001,-220.55109,683,111,.72399998
97,13039,52,0, MARYLAN,100, SARBANES  P  ,-.44600001,-.039999999,.0495,.0405,-.19059999,-143.07587,769,69,.82999998
97,10808,3,0, MASSACH,100, KENNEDY  E   ,-.45699999,-.292,.068700001,.043900002,-.18170001,-126.91541,750,47,.84399998
97,14279,3,0, MASSACH,100, TSONGAS  P   ,-.39300001,-.329,.078000002,.0548,-.1937,-177.71202,737,78,.78600001
97,14709,23,0, MICHIGA,100, LEVIN  C     ,-.40200001,-.054000001,.044300001,.032099999,-.182,-177.8602,808,69,.80199999
97,11043,23,0, MICHIGA,100, RIEGLE  D    ,-.44999999,.086000003,.036200002,.072099999,-.068999998,-172.94177,790,71,.80299997
97,14701,33,0, MINNESO,200, BOSCHWITZ    ,.204,-.84600002,.0363,.092500001,-.23559999,-301.01056,805,155,.68800002
97,14703,33,0, MINNESO,200, DURENBERGER  ,.081,-.80000001,.046,.098300003,-.1534,-262.40726,750,124,.70499998
97,14009,46,0, MISSISS,200, COCHRAN  T   ,.219,-.35499999,.041000001,.051199999,-.0341,-213.0869,778,93,.75999999
97,8883,46,0, MISSISS,100, STENNIS  J   ,-.101,.86699998,.1654,.1402,.074600004,-305.32037,753,162,.667
97,14501,34,0, MISSOUR,200, DANFORTH  J  ,.14300001,-.67299998,.0221,.089599997,-.1891,-217.673,781,95,.75700003
97,12104,34,0, MISSOUR,100, EAGLETON  T  ,-.34400001,.31200001,.016899999,.048500001,-.1425,-236.80978,787,107,.74000001
97,14203,64,0, MONTANA,100, BAUCUS  M    ,-.27700001,.303,.022399999,.0504,-.1681,-298.37848,811,143,.69199997
97,12039,64,0, MONTANA,100, MELCHER  J   ,-.27900001,.64300001,.0889,.058899999,-.1188,-272.07526,765,116,.70099998
97,14704,35,0, NEBRASK,100, EXON  J      ,-.186,1.027,.1542,.1321,-.1963,-278.72784,787,125,.70200002
97,14512,35,0, NEBRASK,100, ZORINSKY  E  ,-.064000003,.99800003,.15889999,.18520001,-.1366,-267.09064,785,116,.71200001
97,1482,65,0, NEVADA ,100, CANNON  H    ,-.20299999,.68800002,.13779999,.086099997,-.1881,-244.28448,685,115,.69999999
97,14077,65,0, NEVADA ,200, LAXALT  P    ,.46000001,-.391,.0298,.1093,-.058899999,-131.76833,771,52,.84299999
97,14909,4,0, NEW HAM,200, RUDMAN  W    ,.27000001,-.79500002,.030300001,.1078,-.1322,-234.85893,804,116,.74699998
97,14706,4,0, NEW HAM,200, HUMPHREY  G  ,.57099998,-.085000001,.029999999,.0779,-.13240001,-360.14963,809,143,.64099997
97,10147,12,0, NEW JER,100, WILLIAMS  H  ,-.361,-.31900001,.0647,.044399999,-.026000001,-73.442627,348,35,.81
97,14702,12,0, NEW JER,100, BRADLEY  W   ,-.317,-.396,.061500002,.068499997,-.25729999,-230.27145,778,112,.74400002
97,14911,12,0, NEW JER,200, BRADY  N     ,.29499999,-.84600002,.041900001,.15620001,-.38679999,-78.143356,330,34,.78899997
97,14103,66,0, NEW MEX,200, DOMENICI  P  ,.21699999,-.361,.018300001,.091700003,-.12800001,-179.218,793,81,.79799998
97,14510,66,0, NEW MEX,200, SCHMITT  H   ,.32600001,-.588,.019099999,.1182,-.1267,-201.61598,745,93,.76300001
97,14900,13,0, NEW YOR,200, DAMATO  A    ,.116,-.36000001,.018200001,.065499999,-.069600001,-260.86545,801,120,.722
97,14508,13,0, NEW YOR,100, MOYNIHAN  P  ,-.31,-.28,.041000001,.040600002,-.090800002,-227.13504,759,96,.741
97,14903,47,0, NORTH C,200, EAST  J      ,.60600001,.34,.039000001,.055799998,-.37239999,-143.91002,811,72,.83700001
97,14105,47,0, NORTH C,200, HELMS  J     ,.63700002,.59799999,.0241,.14229999,-.39210001,-146.35974,818,67,.83600003
97,10569,36,0, NORTH D,200, ANDREWS  M   ,.015,-.112,.045499999,.041999999,.1101,-286.66431,798,127,.69800001
97,1252,36,0, NORTH D,100, BURDICK  Q   ,-.31200001,.484,.044300001,.069700003,-.2775,-298.17584,806,134,.69099998
97,14073,24,0, OHIO   ,100, METZENBAUM   ,-.48300001,.029999999,.056899998,.060699999,-.18780001,-173.35307,747,68,.79299998
97,14304,24,0, OHIO   ,100, GLENN  J     ,-.23999999,.064000003,.0162,.029300001,-.1564,-264.43506,725,137,.69400001
97,14908,53,0, OKLAHOM,200, NICKLES  D   ,.39899999,.48800001,.046500001,.065200001,-.1992,-216.65495,814,98,.76599997
97,14700,53,0, OKLAHOM,100, BOREN  D     ,-.079999998,.866,.15000001,.1411,.0063999998,-277.41733,785,114,.70200002
97,11203,72,0, OREGON ,200, HATFIELD  M  ,.041999999,-.99199998,.065800004,.127,-.1202,-283.65506,781,131,.69499999
97,12107,72,0, OREGON ,200, PACKWOOD  R  ,.105,-.80199999,.052200001,.085199997,-.081900001,-241.86833,796,101,.73799998
97,14910,14,0, PENNSYL,200, SPECTER  A   ,-.021,-.61799997,.0339,.068099998,-.1111,-284.85587,809,136,.70300001
97,13050,14,0, PENNSYL,200, HEINZ  J     ,.025,-.77399999,.044300001,.094899997,-.0691,-234.30615,734,121,.727
97,10818,5,0, RHODE I,100, PELL  C      ,-.347,-.23199999,.041299999,.0348,-.2665,-284.01288,806,109,.70300001
97,14500,5,0, RHODE I,200, CHAFEE  J    ,.025,-1.001,.066699997,.13860001,-.1069,-231.23615,800,108,.74900001
97,9369,48,0, SOUTH C,200, THURMOND  S  ,.40200001,.041999999,.035700001,.059,-.097900003,-146.66556,795,61,.83200002
97,11204,48,0, SOUTH C,100, HOLLINGS  E  ,-.27000001,.949,.1355,.069899999,-.1832,-370.08734,765,179,.616
97,14268,37,0, SOUTH D,200, PRESSLER  L  ,.085000001,-.243,.033500001,.062600002,-.0517,-378.56174,750,173,.60399997
97,14000,37,0, SOUTH D,200, ABDNOR  J    ,.23100001,.061999999,.062600002,.035300002,-.053300001,-210.30093,803,106,.76999998
97,11200,54,0, TENNESS,200, BAKER  H     ,.25400001,-.62199998,.019300001,.1086,-.097800002,-174.33926,792,74,.80199999
97,14509,54,0, TENNESS,100, SASSER  J    ,-.30399999,.63200003,.075800002,.052900001,-.19499999,-252.3324,784,116,.72500002
97,660,49,0, TEXAS  ,100, BENTSEN  L   ,-.147,.41,.0779,.039900001,-.1522,-284.23462,783,136,.69599998
97,10823,49,0, TEXAS  ,200, TOWER  J     ,.38499999,-.46399999,.028100001,.14669999,-.1895,-182.8559,751,81,.78399998
97,14503,67,0, UTAH   ,200, HATCH  O     ,.40000001,-.1,.045699999,.0447,-.1499,-206.8223,793,89,.76999998
97,14303,67,0, UTAH   ,200, GARN  J      ,.46900001,-.34599999,.0372,.1106,-.0381,-186.68144,802,80,.792
97,10562,6,0, VERMONT,200, STAFFORD  R  ,.018999999,-.75999999,.0462,.091300003,.0196,-236.66801,754,111,.73100001
97,14307,6,0, VERMONT,100, LEAHY  P     ,-.361,.041999999,.0136,.0451,-.074699998,-199.19598,770,91,.77200001
97,10802,40,0, VIRGINI,328, BYRD  HF     ,.20999999,1.099,.14489999,.2868,-.1789,-292.54462,799,142,.69300002
97,14712,40,0, VIRGINI,200, WARNER  J    ,.249,-.093999997,.041499998,.041200001,-.1964,-231.25502,799,92,.74900001
97,4851,73,0, WASHING,100, JACKSON  H   ,-.26699999,.18000001,.0392,.080899999,.0038999999,-268.86093,819,135,.72000003
97,14904,73,0, WASHING,200, GORTON  S    ,.193,-.89399999,.041900001,.1045,-.16859999,-229.61102,817,97,.755
97,7722,56,0, WEST VI,100, RANDOLPH  J  ,-.245,.63999999,.1072,.1078,.073100001,-302.08902,818,139,.69099998
97,1366,56,0, WEST VI,100, BYRD  RC     ,-.289,.75,.086999997,.0298,-.2579,-249.85278,808,120,.73400003
97,7638,25,0, WISCONS,100, PROXMIRE  W  ,-.49700001,1.368,.065499999,.041200001,-.068300001,-628.52069,819,331,.46399999
97,14242,25,0, WISCONS,200, KASTEN  R    ,.205,-.075000003,.045499999,.058600001,-.1278,-272.9136,813,139,.71499997
97,14511,68,0, WYOMING,200, WALLOP  M    ,.45100001,-.653,.0208,.1117,-.081600003,-162.78127,757,65,.80699998
97,14710,68,0, WYOMING,200, SIMPSON  A   ,.329,-.461,.0184,.1076,-.092299998,-182.36778,795,76,.79500002
98,99907,99,0, USA    ,200, REAGAN       ,.49000001,-.87199998,.0788,.13410001,-.12800001,-32.428959,144,11,.79799998
98,14705,41,0, ALABAMA,100, HEFLIN  H    ,-.1,.97000003,.15800001,.1768,-.045899998,-207.54654,542,97,.68199998
98,14901,41,0, ALABAMA,200, DENTON  J    ,.45699999,-.039999999,.033399999,.056299999,-.1776,-159.74214,541,75,.74400002
98,12109,81,0, ALASKA ,200, STEVENS  T   ,.177,-.62699997,.0196,.077299997,-.065099999,-148.01602,534,59,.75800002
98,14907,81,0, ALASKA ,200, MURKOWSKI    ,.273,-.51700002,.0167,.060199998,.0109,-149.65736,510,64,.74599999
98,3658,61,0, ARIZONA,200, GOLDWATER    ,.62599999,-1.001,.050700001,.17309999,-.070200004,-121.14111,404,52,.741
98,14502,61,0, ARIZONA,100, DECONCINI    ,-.208,.71799999,.112,.077699997,-.18960001,-204.53929,479,111,.65200001
98,10791,42,0, ARKANSA,100, PRYOR  D     ,-.266,.66600001,.087300003,.063299999,-.1981,-164.63673,516,75,.727
98,14300,42,0, ARKANSA,100, BUMPERS  D   ,-.34,.55299997,.045299999,.0515,-.1454,-162.7394,525,70,.73299998
