x,y,z,value
1,s,l3,-0.0019330380627692334
3,n,e3,0.5529031107026317
3,w,a4,0.7626796731097548
1,k,m3,-0.6771657906022241
1,y,p3,-0.13152337615656504
4,m,m3,-1.4488909834625605
4,d,f1,-0.05930160987866138
1,z,f4,0.6753290031721133
2,b,h3,-0.5797719339179873
1,w,r1,0.7895698430235227
2,w,s3,0.34268683411549083
1,g,d2,0.7199133506925802
4,p,v3,0.8219653208501678
1,u,r3,-0.6229764590722641
4,r,l4,0.27306774143357143
2,g,f3,-0.2945183938586295
3,g,e3,0.03222496774741095
4,b,q4,-0.0816309363646489
4,r,r2,1.5661669027221965
4,x,p3,-1.031490719022778
2,l,c2,1.2025789589468978
4,o,b2,2.2170895943893294
1,q,j2,0.494846231678375
1,n,k3,-1.8075669773052598
1,p,n1,0.3426026632980783
3,g,d4,0.17201350760014772
3,e,h2,0.7314661538080699
3,x,g3,-0.4593008824275132
2,j,p1,0.8816360707096443
2,o,r2,0.6272349976092676
3,p,w1,-1.0296463999715544
3,x,f2,2.105064835921014
4,k,b3,-0.6348695515932942
1,q,s4,0.4538154155356268
1,r,b2,0.06559453406133305
1,s,i1,-1.3976659162798706
1,z,k1,0.24941645495900747
4,f,u4,-0.18363985717991474
3,o,s1,-0.3436374373431938
3,p,u3,2.1078231164208177
2,k,x3,1.6158252394366706
2,d,y1,0.0424772860577114
2,t,v4,0.04950450272385718
3,a,z2,1.1085212399816526
3,t,r3,1.7414581841177552
4,v,p3,0.9172975090193852
4,h,i1,-1.9049146777585904
3,y,t1,-0.173588503955799
2,y,w1,-1.0557228334797792
4,r,v1,1.330635717549835
2,i,l4,1.2421116361705993
4,p,y3,0.8361831109380838
1,v,a2,-0.07093697534558129
2,q,w3,0.8909256325492626
2,p,x1,-0.22861993476356474
4,a,c4,-0.4098121950607738
2,q,z1,0.14939785450779958
2,e,n3,-1.7973166682214632
2,k,p1,0.6079640173831659
1,g,v2,0.2565698723325484
1,d,r2,-0.10877858258752761
1,l,x1,1.9615776335197008
1,o,y2,-0.3081138589573675
2,q,j3,0.6706432289827977
4,r,e2,-1.9430217965036756
4,x,o3,-0.9159418045306703
4,w,t3,1.3375454143630174
3,y,a3,-0.012011216641464808
2,c,u1,0.17495127185708978
1,n,e1,-0.07481187788476963
1,j,l3,0.01480017406163822
3,t,z4,-0.2505232849618911
2,o,z1,-1.0590832146579132
4,k,e4,1.202767721618737
3,p,u1,-0.3501195138008908
1,o,w4,2.34196643536984
1,c,p3,0.042524611423799485
1,v,h4,-0.24667666420644954
4,h,n1,-1.0489258050137222
1,r,m2,0.8544533536008841
3,h,s2,-0.38904168035115505
1,i,m2,0.12952100840495137
3,o,i3,1.1064456192143157
1,t,h3,1.1201427126672938
3,v,q2,1.482842356576611
2,u,c4,-0.6411818391570212
3,s,r2,-1.3503403100465317
4,g,w2,-0.5099659847777875
3,f,w2,1.4326942446590931
4,s,e3,-0.02245831434711259
4,j,d3,0.5038105165113671
3,v,l1,0.07102597152517595
3,j,n3,-0.45331426511455447
2,u,l1,-0.630997460327013
1,i,b1,0.5547149052833112
2,l,w1,-0.26334590821049275
2,c,c2,0.8957846114778507
3,u,i3,0.2188157148512289
4,g,k1,-0.702786176461093
2,x,s4,-0.9265311268534382
4,e,s1,-1.4055806261169301
4,e,n2,-0.2673409750150706
1,j,k1,-0.4978241926201075
4,a,k4,-0.9750622721295844
2,v,x1,0.68611849208381
1,v,t1,-1.8097123352954263
3,a,h3,-0.034255631946607294
1,f,b1,0.17797063924967274
2,d,p3,0.5096604612324327
4,g,m2,-0.33672701276420497
4,c,l3,0.39056343008821987
1,u,j4,-0.801188323391377
1,a,k4,1.2679228831217684
3,c,q4,0.4820310288786296
1,l,t3,-1.0374300108018433
3,q,d4,0.22492492077166606
2,m,w2,0.4447683073156409
4,z,r4,0.41525551916225195
3,c,q4,0.8755771547092797
1,d,f2,0.5004456998591105
4,j,t2,0.18153568314507287
1,i,l1,-0.8502371194544218
3,s,t4,-0.03779475487910099
3,r,r4,-1.6811115529894027
1,p,d1,-1.8417702373352844
4,o,p1,-1.397709503899435
3,d,r4,1.2088015476204625
4,d,f2,0.1393953895916882
4,o,h4,0.41721364329764227
1,p,a2,-0.8929051479697148
3,f,t4,-1.213242599371274
4,j,w4,-0.49281462215928773
2,p,l2,-1.0689506542983895
1,e,r4,-0.6819767633236786
4,t,l1,0.23735972136497682
1,w,s1,1.3174075371054694
1,u,q1,0.9726930453709088
2,y,t4,0.4077020409049408
3,s,z3,0.8705343180473957
4,b,z3,0.21297234280223337
1,m,n4,0.7384644304180118
3,w,p1,-0.3366719537553194
1,j,j4,0.3365384410275578
4,p,p4,0.32159123528302935
2,g,q2,-1.5485349374479664
4,s,o3,1.453345188700654
1,y,d4,-1.9895161176156027
4,j,i2,-1.7735592968839764
2,i,d3,1.7760649522828387
1,s,m2,0.02739435548378721
2,g,l2,-0.9372702411410282
4,q,j1,0.373297835371489
2,o,r3,-2.0310264185558906
2,z,i3,0.42932859446778404
1,x,s3,0.49792811312353524
4,y,t3,1.164713273910759
4,v,d4,-0.40863646049515445
2,j,o4,1.3493170351240515
4,s,u1,-1.4705741206956675
1,d,e4,0.009698105847857694
3,c,d4,-0.022659107664794665
3,r,m2,0.7520222540769431
2,e,k4,0.47789629614190415
3,c,b4,-0.31994125467962775
3,i,r3,0.701121306679188
2,s,f1,0.6680418247010798
4,y,b4,0.05314909671403212
1,i,r1,-1.0056466409934097
2,b,z1,-0.33392095638948205
1,x,u3,0.5883017456192808
4,s,h1,0.5013806819186643
2,v,u4,1.0871172192453173
2,o,g1,0.4650787572210358
4,y,r3,-0.05451766914478269
3,s,j4,-0.18505304857277247
2,h,s2,-0.16131510519997957
2,g,a4,-0.23522134783229784
1,z,z2,-0.4571295818890611
4,q,u3,-0.9985246842483443
1,g,g4,0.03615787860337356
4,x,n4,0.2771737740178867
3,c,r1,0.07350126215161916
2,v,e2,0.4720507275638274
3,o,z4,0.07404635415497425
2,b,o3,0.2851544353358887
4,r,b2,-1.0107857993839566
2,a,x1,2.374550254127382
4,x,n4,-1.3605852614382916
2,s,b4,0.34969727680909035
2,s,n1,-0.3302012830198858
3,j,h2,-2.223184601360505
4,f,i2,-0.26427863776087374
3,v,n1,-0.7587804694481429
3,v,b3,-0.5809826695418484
1,a,w1,0.3390513694675321
1,e,q1,-0.2736075865542662
4,j,q1,0.32661247133425814
1,w,n2,0.29592141864705024
4,m,j2,-0.8030754572055072
2,q,c4,1.0891709099627231
2,p,m2,-1.8804383376693854
3,q,e4,0.11866743570752276
1,b,m4,0.35678628150626174
2,f,o3,-1.6085393129913235
4,m,z1,-0.28061669443071424
3,g,v3,-0.6071705152328376
4,x,q2,1.3209142760197008
3,w,i2,-1.3318105281108743
3,k,j2,0.7508178789118428
4,r,r2,-0.16240838330673477
1,f,m4,1.3358750605588723
2,i,d3,2.8421460332354864
4,s,t1,-0.5465180962643832
4,p,j1,1.0050442926888603
1,x,t4,0.23042731549976544
3,y,p3,0.43982485778182007
1,w,p3,0.802922042544536
1,i,o3,-0.2151706404157179
1,w,a3,-1.2217060925408267
2,b,b1,1.6202662111685662
1,u,q1,-1.0885720498805953
3,t,o4,-0.9167242502964722
1,r,v2,0.9677642145504733
2,n,z3,0.7805365929492565
2,n,z2,-0.9449515335937685
3,g,f2,1.169247745277286
2,n,d2,1.62516771181631
3,g,y3,0.9226819831117217
4,o,l3,0.2191034103419938
4,o,s4,-0.04221032821774729
2,y,x2,1.0781376324410308
2,m,z4,1.4266014357862786
2,a,z3,-0.8339399097239258
2,n,n3,0.34527949997740043
1,p,r1,0.18130263478869918
2,k,x1,-2.5443713703138036
3,u,b4,0.6790927934311225
1,s,x3,-1.0903741989086115
1,f,t2,0.6348862829059617
1,e,p3,-0.3054158888901098
2,e,t1,-0.9141856785144348
3,f,z2,0.4764873040036132
1,a,e2,-0.34624813414022476
3,z,i1,1.2902613285111995
4,i,g4,0.2385910315957142
3,w,c2,-0.1824241645302741
2,b,l3,0.1283898317051036
1,i,v4,0.6507879257770882
2,t,w2,1.2962011992997364
1,d,z4,1.1863991196404164
1,i,v3,0.5597573069802395
1,a,k2,-0.22119368257355268
2,o,g3,-0.6271703558507906
1,v,y2,1.565417646783964
3,f,b3,1.5593853578118935
3,o,n1,0.9421727688923799
2,m,r1,-0.3980520046864248
3,q,u3,0.5404254045083879
2,n,h3,-1.6216268956317261
1,o,s4,0.5507844436398035
4,z,f2,-1.4470641772729527
1,m,t2,0.14685332951804297
4,p,w4,1.2337188096649396
4,w,q4,-0.9111332579029099
2,z,x2,1.0254424860736804
3,r,m1,-0.6454489900047391
1,y,q3,-0.2399944410904881
1,u,s1,0.0787014673028176
3,f,a3,-0.3676109914564658
1,n,b2,0.5718187808335387
4,e,z2,1.0028653802473715
2,u,w3,-0.846945070367192
2,c,t2,-0.13136785709964835
3,q,z4,0.184017841298759
1,u,b1,-0.850171108532272
4,p,e4,-1.1444918769954895
2,h,f2,-0.09871038981361396
4,q,q2,0.19336614387514398
3,b,x2,-0.46164512341073993
1,u,b4,-1.492435096366548
1,a,e4,-1.074011645632188
3,d,d3,-2.2584509933070236
1,t,i3,-0.08655671171553525
4,a,e2,1.958762392533814
2,o,h4,-1.5028252948056493
1,s,g3,-0.5543934145889926
4,j,n2,-1.4023163306768287
2,j,m2,0.4006661146123256
3,y,x3,-0.6606576601839569
1,a,u1,-0.4901611290427192
4,i,v2,0.02106892600750902
3,s,h1,0.09603260363694086
2,c,d1,-1.2191032016396266
2,g,t3,1.4416262532934871
2,g,v1,0.8879015421435764
1,u,j4,-0.10461482615615474
3,q,i2,1.5815748621626882
1,q,g4,-1.3340782854013984
1,b,y1,-0.3139163390306752
3,u,l4,1.9605248165718705
1,r,n2,-1.8053030841995281
1,a,h3,-1.255140255742678
1,y,m4,-0.291455097921738
2,d,e4,0.15404923013370864
1,m,n1,-1.1665978013487186
1,v,f3,-0.35805607457736305
1,n,y4,-1.4805441399140975
1,k,e3,0.36843046209088826
4,k,v2,0.9585117056602777
3,z,c3,-0.24936426684681826
1,t,d1,1.2411157456970077
3,l,m2,-0.5882142496248709
4,g,c4,0.20967681179107947
2,a,x1,-0.8287618740324838
2,w,t4,-0.11080800755681006
3,t,e4,0.03492198594832563
2,c,e3,-1.1466565914585931
2,f,l4,0.34144783826528063
1,q,e4,1.0169500169255394
1,y,y4,0.7455814411305819
1,s,s1,1.1683839378072474
4,z,j3,-0.14026439534037802
4,r,k2,-0.2539002072569532
2,x,v4,0.8226078009081372
1,g,b1,-0.7765195583908432
2,p,u1,0.04714399168553558
2,f,w1,-0.45458805044711503
3,g,a1,1.0521420792717961
2,i,d4,-0.7550447880445484
4,n,g1,-0.1533312070541499
4,t,u1,-0.8472699265235025
3,h,g1,-0.12254694627809423
2,c,g1,1.1751016085619164
4,g,r4,1.0712368128844958
3,l,j1,-0.5703067037276247
3,c,x1,1.4135747834544812
3,p,r3,0.5414286073432831
2,o,v4,-0.7265591695172728
3,x,p3,0.96743601709123
2,v,r4,-0.3986240029266659
3,i,f3,0.9356571072105325
4,p,b1,1.0605157652089543
2,t,k4,-0.41443489758469876
1,g,s2,1.4734173888217206
3,f,e1,0.5379555175901182
1,q,d1,0.7470342331702764
2,e,m4,-0.3948605883715723
3,t,d4,-0.8277155904497487
2,n,j3,-0.1470828864565309
3,p,f3,1.6292056773322436
1,m,t4,-0.8250059292754822
1,u,g3,0.11631296411734872
4,i,i4,0.901327777236347
4,b,x3,0.31347461311858027
4,n,b3,0.8587982326446867
3,m,h3,-0.24575979842755
3,m,k1,-1.0248227105041257
2,g,z3,0.6335769327970678
1,m,u4,-0.1784567171448463
4,s,v4,-0.10746109847779863
1,w,w3,0.8617442142218443
4,x,i4,1.642347926888622
4,p,v1,-0.7211644638394713
1,s,e3,1.0378763364330539
4,k,z1,2.4266801748644617
4,t,p1,1.1809116700828748
1,y,e1,0.22099867694370526
2,h,l4,0.9655571515568907
4,y,w3,-0.6189963301215915
3,t,z2,1.1210205340442065
3,b,k3,0.4037553698173078
3,k,d1,0.12496902495377156
3,t,w3,-0.45503368749982803
3,h,w4,1.7976053915746555
2,r,x3,0.08244994186688578
1,n,i3,-1.0283799830085496
4,j,b2,-0.8478449155551937
2,i,z4,-0.8002592959811844
1,f,b4,-0.33960097158155844
4,z,q4,1.7224838395501916
4,w,y3,1.237607456989748
3,r,n1,0.6195071532166165
4,p,e4,-0.5195466327674977
1,g,p4,-1.272670733775927
3,w,u4,1.8352942540190094
2,j,x1,0.5131144308016736
1,f,y4,0.587843551731097
4,y,l3,0.2744285097856087
1,o,i2,1.4573584677893774
3,e,w2,1.031995978919624
3,d,h4,-0.27818807635382997
1,c,y2,0.6238009565483497
1,m,n2,-0.2128382285688561
3,q,p4,-1.6189256351068884
2,o,c3,0.5380235565180193
3,w,u3,-1.1272114556153217
4,f,y1,0.6706255706571393
4,a,h1,1.1604048040437587
1,e,g1,0.3004881532847836
1,o,a4,-0.18332359220465658
4,o,f1,-1.3385117922922727
2,z,o4,-0.4433101804804164
2,z,t4,-1.1963799932249215
4,q,j2,-0.8148347856121576
2,a,p1,-1.6604181376199854
2,v,v3,0.5683784997724656
4,k,u1,1.6479994908535656
4,n,v2,1.0006457411823702
2,n,w2,0.9112100657694019
4,g,g4,0.9190749507307785
4,l,g3,-1.9058373120510883
1,d,c1,1.1164474041903525
2,e,o2,2.4348816682679186
3,g,r2,-1.1995684054642737
3,b,t3,0.9113273027230945
1,c,g1,0.5099257797965947
3,y,v1,-0.09307164265740192
1,m,n2,0.5092697300016809
3,g,r1,-0.5129920320068354
3,e,m2,-1.7099905726043654
3,c,r4,0.1943348699789522
3,q,f4,0.4790039896854123
3,z,z1,0.5142132522809262
2,g,f1,-2.5513386737181647
3,r,f1,1.2186094668392027
4,g,u2,2.255525642560734
4,z,f3,0.6412822256415702
3,u,x1,-1.3887859983334696
1,q,z3,1.1534920389737673
2,t,c1,-0.9585498526089183
1,u,l2,0.29024897969164976
3,z,h4,1.0677615524841104
1,s,f4,0.8723202624115349
2,n,j2,0.0462400646163357
2,b,x2,-0.1657767152690467
2,a,s1,0.2507554876323321
1,p,i3,0.7667454256832802
1,e,z3,-0.46663392810853205
1,q,q3,0.9265022525688053
2,t,h2,-0.21132876010721946
4,q,i3,0.36639567894843433
3,l,p2,-2.086184386453326
4,s,n4,0.6275053058667172
1,v,f3,2.6434577051060275
3,b,d3,0.20773040415214244
3,v,x3,0.5614762829400413
3,d,a4,0.6109250145969397
2,z,n3,-0.5227617332140871
4,n,o2,2.4218503913206946
2,p,t2,0.11664881731647626
1,v,q2,-0.054383284907203115
2,m,h1,-0.7530358129858105
4,j,m3,-0.40598380145214535
3,h,z3,-1.7729422089210432
1,f,l4,0.05516799349934502
2,o,v4,0.19493028124533712
3,u,q3,-0.9247644616716812
3,r,p2,0.22345942119465534
3,w,l2,-0.9422885396783239
4,y,y3,0.11638402276253225
2,y,l2,0.8396990448821615
2,s,u3,-0.021320083992128216
3,m,y3,-0.8256732481202114
2,c,h3,0.7226704719991668
4,j,q3,0.5039094748808857
3,d,j2,0.13401879248755855
2,e,g2,3.3495077844592793
1,b,c1,-0.2860618827831121
4,o,i1,1.8072475648099247
3,w,p4,-0.649238530041195
3,a,x4,-0.8274520992675831
2,c,j3,0.3355202764467878
2,f,l1,-1.3160291338454395
1,h,t4,0.028702668923630846
1,k,m1,-1.0569088949388146
1,c,l4,-0.22766770661321484
2,r,o1,1.16434720176753
1,x,o1,2.9803103763887067
3,g,c4,-0.2664744945188698
1,y,u4,-0.12796100212029574
2,f,c4,-1.973472212772649
1,u,m1,0.47168999017084584
2,d,t1,-0.24998641233116273
4,e,m2,0.16537333842349702
3,w,s3,-1.149396604805949
1,j,a4,-0.07549696064790727
2,v,k2,0.893281036586435
4,p,f3,0.3824557101234458
4,i,p3,-1.9058201956352707
3,o,n1,-0.9228194476075618
3,f,p4,1.307227666811508
1,d,x1,0.6456517262490876
4,j,e3,-0.433394512076945
2,k,g2,-0.1886055144662016
2,p,w2,-1.4059419968520006
2,x,u1,0.48792907104423766
2,l,f4,-0.5793984234832664
3,d,r4,0.8190998461528087
4,m,m3,0.8855443696746008
2,u,a3,0.7798278599285168
3,u,a1,0.0587739541614223
4,j,o2,1.4728112775374336
3,g,v4,-0.33302488750652576
2,p,k1,0.15453100439132111
3,s,y2,1.1675088196392294
1,s,m1,1.3292863422151469
2,u,o2,0.21672138089809556
2,o,x3,0.6536691501029727
3,y,o4,1.0397470872790797
1,y,a1,0.23855349189886513
1,x,p3,0.4958080467765974
4,b,u2,-0.39677728119897593
1,e,i4,0.6402808882335079
1,p,b3,0.8405800465933105
1,m,n4,0.3415674408401324
1,t,s4,0.3826371359585641
3,y,b4,-0.5122984833190433
2,m,v2,-0.458467098150438
4,y,y4,-1.729168037239384
3,g,r1,2.3919577300892505
4,g,j4,-0.3949672966169357
1,z,l4,-0.7140716551778002
4,f,m1,-0.6168176208610041
3,v,z3,-0.44909103360982594
3,o,k4,1.1996576758544368
1,w,k3,0.19809268429290133
3,b,y1,-0.535924284915022
2,d,e3,1.2554265822974588
4,i,e4,-0.20433194381550052
4,i,z1,0.6084086446000121
4,u,a2,0.9668880685827143
3,a,t3,-0.39234916105627016
1,q,x2,-0.30961929030306706
4,q,b1,-0.8546305362679274
1,t,x3,1.4179673498910232
3,b,k2,-1.067313066031626
2,a,g2,0.6178223368768163
1,a,e2,0.871918718261858
3,u,o4,0.06567105216260585
4,s,x3,0.3534883554680245
1,d,b4,-0.30580403372731046
2,b,h3,-0.029106235185699693
2,u,h3,0.48433399252176507
4,i,t3,-0.5773736946531437
1,d,e2,-0.36788732426278703
4,q,m1,0.21782623719359892
4,c,m1,-0.31970278938440944
3,l,m3,0.3659379602171033
3,b,z2,-1.6685401214682138
4,t,r3,0.09222532003438282
4,u,u3,0.48438739766190714
2,f,j4,-0.07342654507427877
4,p,q4,-1.7003723254109528
1,i,k2,-1.5092995948854542
2,q,k4,0.22128943453105843
2,c,n3,-0.7515382199857067
1,z,x2,-0.49448580114053825
2,c,e4,0.9774725852733059
2,i,t2,0.2853068935623797
3,m,a1,1.6451992739203378
3,v,c3,0.6706777383283281
1,i,d1,3.2671290517959033
4,d,u2,-0.7311355359878627
4,s,y4,0.9036447669708034
1,p,s3,0.300515073095758
1,d,x1,0.19561108020154097
1,a,n2,0.4381086575357937
4,h,w4,0.7268398362718701
3,e,k4,-0.6772992473161609
4,z,k4,0.9099446393724462
3,f,i1,-0.5735734843282915
2,q,p1,0.758366872136275
3,t,e4,0.37006553815524884
3,r,c4,0.2982215448742049
2,h,e2,-0.860184044395468
2,e,r4,0.13024878140597096
3,m,v3,-0.7970268125612504
1,z,b4,-0.5611661682660174
4,l,k1,0.8879175111921075
1,w,g2,-0.37558515723212144
1,q,s4,-0.7913536475701544
2,x,l4,-0.40944834553350506
1,j,d2,-0.6610432389447093
2,u,r4,-1.8060987683391558
4,c,o2,0.7434680709415873
4,l,m4,-0.8492723169222716
1,k,r2,-0.628026477538314
1,h,k1,0.9205318726023894
2,z,d4,1.1193361521768752
2,f,m1,1.0315960266960609
4,z,f1,0.8451324737465953
4,r,b4,0.06292938812731191
2,t,w4,0.024849159499161774
3,g,c1,-0.4221083554576586
2,r,s3,-1.5388730313650036
3,p,f4,0.7451874249736078
2,p,l4,-1.2556070118343055
2,o,g1,0.11796807661274925
3,i,e2,-1.0015240877268172
3,r,k4,0.4975609252241006
3,z,r2,0.21699777978209123
2,k,s4,-1.4514015797785995
2,o,f2,1.4360438760912175
3,p,m2,2.390050542043231
1,f,h2,-0.155037520421815
2,f,e3,0.4584729670644993
2,f,a2,1.5741739797042509
4,e,q3,0.5529831565505194
4,e,y3,-1.2142863918421622
4,j,t2,-0.9706497889421435
4,t,s2,-3.0876104759372547
4,e,d3,-0.031483137031347856
2,o,s4,1.5068878384718989
2,p,n1,1.4296984932228423
3,k,f4,-0.23666901054515846
2,y,y4,1.0931507976753392
1,w,w2,-0.8140763877010421
2,l,d2,0.8983330510022429
3,r,q3,-0.5104096390305941
4,r,r4,-1.2363081650214127
4,u,r3,-0.1642646039984929
2,f,f1,-0.2423584208616945
1,b,j1,0.1848117859066975
3,u,d4,0.72335743028285
1,r,s2,-0.4727503949541494
3,m,o1,1.8166825889674514
3,k,i1,-1.0493417732746178
4,a,z1,0.5883781722102022
4,m,p2,-0.26726190163970776
2,r,k3,-1.1031503383318493
3,h,h2,0.1814273584908437
4,t,a1,-0.19332462201569942
3,p,o2,-2.1090500768782356
1,r,e2,-0.14154771220071283
1,j,j2,0.04051586656208862
1,m,f4,-1.4297050183064408
4,j,t3,0.0892606105024157
3,s,j2,-0.7277187453301477
1,n,k1,0.9763574625999243
4,m,h2,0.19497725381437844
2,w,z4,-2.8403256868080016
3,v,i4,0.415846202016305
3,a,m2,0.19164928578378596
3,c,w2,-0.3569866555161672
2,i,k2,-1.4901793562128995
4,t,w4,0.3235469737132742
4,d,n3,-1.1687860820320102
2,r,h1,0.047938239229201075
3,d,l2,0.6869063022021626
3,t,q4,0.040865390117432475
4,x,e4,-0.1207616225848125
4,k,w1,1.1157395508367258
4,t,j4,-0.24688105604698443
3,q,q2,0.6998982195619958
4,u,s1,1.28483411548639
1,s,n3,2.1740800505651
3,i,g1,-1.3277111795291248
3,n,x4,-1.4032604796254053
3,s,o2,0.745402358680595
1,c,i3,0.006161394106068824
3,k,h1,0.48130679274870886
1,s,h1,-0.7418106153645527
2,f,w3,0.14543722552938715
2,h,r2,0.9033895295421361
2,f,k3,0.32652042185132457
1,c,e3,-0.3957324774334283
1,m,u3,0.73798544496981
3,t,l1,0.3066536534071384
1,q,e2,-2.0264546888853254
2,y,y3,1.3841533270011668
1,e,a1,-0.5262690317227464
1,o,z4,-0.34747561944965505
4,e,l4,0.8423222122289954
4,u,o1,-0.13318460139733254
2,k,z1,1.4906318257675353
2,i,o2,-0.749011701578866
1,v,b1,0.43186915480331795
4,k,a4,1.2697993466545356
1,y,g3,1.1570228422760593
2,w,t3,-1.2123945985814175
3,p,n4,-0.4824561578301003
2,j,d4,-0.025273195459884105
1,z,z1,-0.22992960104435528
3,t,l1,-1.245287078121091
1,i,n2,2.5248732405014076
4,h,r1,-1.0900824127187232
2,w,r4,0.5808160956064518
4,p,c4,-0.10310105773045761
2,p,t4,0.12450048719609685
1,z,y4,-1.4791859505546139
3,x,o4,0.06173722411634129
2,w,r3,0.7915421459894254
1,t,i3,-1.6194760104159303
4,z,x4,0.3161387210145186
1,k,o2,-0.24149824637568867
3,y,g2,-1.0112201591925178
2,l,k4,0.7601140735710206
2,t,f3,0.5898125759519235
3,z,f3,-0.37792118072881997
1,d,z2,0.4552935079459563
4,p,b1,1.366717841601678
2,s,o4,0.8350857568590254
3,d,r2,0.03809062863580644
2,n,r1,-1.6367937748979038
1,r,y3,1.6082575714388352
2,e,y1,0.3861533675432082
1,n,t1,-2.0441831363559357
4,a,n1,-1.2847294739487511
1,q,r1,-0.744298550819359
2,b,q1,-1.0688771958084302
1,q,l4,0.5175216997355309
1,k,t1,-0.5305117045821726
1,g,i1,-0.12390171365779577
3,v,c4,-0.18304078578937585
1,h,h1,0.12743568558060772
2,a,l3,0.07952883736794768
2,n,f4,-0.3684941616826391
2,w,f2,0.3648050821590961
3,w,f4,0.828746887995323
3,a,y2,-1.2581335178115107
1,n,h3,0.9456136579945955
1,j,j4,0.5057868324969632
2,r,a2,0.39569850491674424
2,w,s3,-1.3484846306590117
1,i,y2,0.07531808533865977
2,u,m2,-0.9423934739201182
3,x,k4,-1.1032142644697165
3,p,s4,0.5190054377055957
4,v,q4,-2.049300377561363
2,m,p1,0.04488480226175865
3,c,n4,-0.8280191244156206
1,q,s2,0.7903632872615719
4,o,c4,-0.17227577446869388
3,j,i3,-2.1531278598360415
3,m,q1,-1.3781546301887864
3,m,n1,-0.24201007740036912
2,r,h3,-0.3735193084964834
3,n,e3,1.3186571381140348
1,s,k1,1.286371450570408
4,y,i1,-0.6243872714969848
1,b,c2,0.8992776677880405
2,w,v1,1.088575412373534
4,b,y2,0.8187870880085649
1,v,q2,1.118689594934082
3,n,a2,0.2744766155405575
1,r,m4,-0.512282026275501
4,e,w3,-1.2412173677692482
1,s,j2,-0.8379739891902664
2,l,f4,0.22135063971684626
1,v,d1,0.02908218722151321
3,q,l4,-1.1176777283748063
2,r,w3,-1.2140884765836666
1,a,v4,1.1475251716925627
4,i,m1,-2.2719912918820686
1,a,q3,-0.4453212799767741
2,v,o2,1.0084268783302663
3,y,x1,0.22882929317449127
4,s,y4,0.9023064378381291
1,c,j4,1.3351242560911898
1,i,l3,-0.09788373429846299
2,j,s2,-0.20443269009838178
2,j,v1,0.28953669160630063
1,r,i4,0.8311315843466879
3,e,a2,-0.6535632972164394
3,f,u1,2.6561723869800486
2,b,u4,1.0637828309830013
3,l,e1,1.2846113825204282
4,j,x1,-0.9251847672101032
3,h,k1,1.3973537975160544
4,u,j4,2.073209835858345
4,y,j4,0.42515551589238915
2,y,t4,1.2002498573023224
2,s,n1,-0.41472604278713665
1,s,n4,-0.20985300906483173
1,v,c1,-0.20898252954528035
4,u,l2,-1.0544528511873879
3,z,q4,-0.34849543166055763
2,f,q1,0.30462419112950434
4,m,u1,-0.4256194711971653
3,b,v2,-1.428638102646398
2,z,p2,1.3056062823476287
2,i,u3,0.18099502955849395
4,h,v4,1.3891170791901337
2,o,i2,-0.05626175785141857
2,i,f3,0.6321074290779156
1,i,l1,-0.6176791723951488
4,l,r1,-1.2114659031047073
1,w,b3,1.0815158307821198
1,l,y3,1.4819808806241213
4,r,r4,-0.3763449026560703
1,h,y3,0.7143409121057718
1,g,t3,0.4743671042518177
4,y,o3,-1.1102882862714893
3,y,j3,1.973879386347024
4,p,n2,-0.4162286302882409
4,g,l3,-0.6454209558008537
1,t,l2,0.9140739568871084
4,c,l4,0.17782659456736513
3,y,j1,-0.31670377408085254
2,p,n4,-0.11611866085879625
2,l,e3,-2.5935920271763195
2,r,o2,-2.170988722316871
2,i,v2,0.2789752390265736
1,b,z2,-1.8842519942101188
4,s,c2,-1.7775599334520293
2,m,z4,0.25881718468181136
4,f,f3,0.414813908750938
2,a,h3,0.6034221614257929
1,e,w1,0.5367733841029725
3,o,u2,-0.27962864559097556
2,l,a3,0.5976233978962715
2,k,x4,-1.0768420500983173
3,z,d2,1.2070733637063022
3,h,j4,0.18289560837734242
1,e,b3,0.5050461488021232
4,d,x1,-0.3638044680209825
1,o,h4,0.15364916781612642
4,l,u3,0.2262446920961322
2,h,e4,-1.3455480016890793
4,d,w1,-1.482013625526044
2,q,m1,0.6319439842787452
3,y,z2,0.037712496077117394
1,c,z3,-2.3620851268943572
2,t,p2,-0.6411755539745098
1,c,n4,-0.00956941924522728
2,z,u2,-0.835246774478227
1,u,b4,-0.7701676093116314
1,r,u2,-0.7299452877609282
3,l,y3,-1.4209291307704515
3,u,r1,1.4098955685755252
2,e,e3,0.26071229633510073
2,z,e1,-0.7467928304605836
2,q,f3,-1.982506631131729
3,b,x2,-0.7439065081860813
2,w,w1,0.2887020938204066
2,a,v4,0.544318996209577
3,t,b1,0.594721699261483
1,d,q3,-0.3551088760170536
1,z,t1,-0.164021375919639
3,v,z3,-0.13474316844832027
3,r,t4,0.21553735378486355
1,c,j3,0.1414269847318667
3,h,s1,0.38277922551672267
4,y,h1,-2.1064664254996237
2,f,j3,2.7766223614654244
1,x,r3,-0.33374085042028145
1,r,x4,0.030968557029853714
2,z,b4,0.007766815376961517
2,u,z4,0.3668581566492514
3,a,l1,-0.1704480191726148
1,j,w2,-0.4776905451801225
1,e,n4,-0.18942569582318683
3,i,q4,0.6457860601491596
4,u,x2,-0.5281193507648941
3,r,b2,0.12359518403246111
